name;adddate;application;conscurvature;convex;density;dualbound;formats;gap;initinfeasibility;laghessianavgblocksize;laghessianmaxblocksize;laghessianminblocksize;maxcoef;mincoef;nbinvars;ncons;ncontvars;ngennlcons;ngennlfunc;nintvars;njacobiannlnz;njacobiannz;nlaghessianblocks;nlaghessiandiagnz;nlaghessiannz;nldensity;nlincons;nlinfunc;nlnz;nloperands;nnlbinvars;nnlfunc;nnlintvars;nnlsemi;nnlvars;nobjnlnz;nobjnz;npolynomcons;npolynomfunc;nquadcons;nquadfunc;nsemi;nsignomcons;nsignomfunc;nsos1;nsos2;nvars;nz;objcurvature;objsense;objtype;opabs;opcentropy;opcos;opcvpower;opdiv;operrorf;opexp;opgamma;oplog;oplog10;opmin;opmod;opmul;oppower;oprpower;opsignpower;opsin;opsqr;opsqrt;optanh;opvcpower;primalbound;probtype;references;source;sourceids
autocorr_bern40-05;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5121951219512195;-936.0000019;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.0299145612275775e-09;0.0;40.0;40;40;128.0;1.0;40;1;1;0;0;0;40;41;1;0;300;1.0;0;1;40;set();40;1;0;0;40;0;1;1;1;0;0;0;0;0;0;0;41;42;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-936.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.40.5);['POLIP']
autocorr_bern40-10;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5121951219512195;-14696.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.7817652764306499;0.0;40.0;40;40;1760.0;1.0;40;1;1;0;0;0;40;41;1;0;630;1.0;0;1;40;set();40;1;0;0;40;0;1;1;1;0;0;0;0;0;0;0;41;42;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-8248.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.40.10);['POLIP']
autocorr_bern40-20;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5121951219512195;-162365.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.210317146472635;0.0;40.0;40;40;17520.0;1.0;40;1;1;0;0;0;40;41;1;0;1140;1.0;0;1;40;set();40;1;0;0;40;0;1;1;1;0;0;0;0;0;0;0;41;42;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-50576.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.40.20);['POLIP']
autocorr_bern40-30;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5121951219512195;-543106.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.724618433257442;0.0;40.0;40;40;26336.0;1.0;40;1;1;0;0;0;40;41;1;0;1450;1.0;0;1;40;set();40;1;0;0;40;0;1;1;1;0;0;0;0;0;0;0;41;42;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-94872.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.40.30);['POLIP']
autocorr_bern40-40;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5121951219512195;-562557.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.277279147784121;0.0;40.0;40;40;15420.0;1.0;40;1;1;0;0;0;40;41;1;0;1560;1.0;0;1;40;set();40;1;0;0;40;0;1;1;1;0;0;0;0;0;0;0;41;42;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-67964.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.40.40);['POLIP']
autocorr_bern45-05;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5108695652173914;-1170.4;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.09588014981273417;0.0;45.0;45;45;128.0;1.0;45;1;1;0;0;0;45;46;1;0;340;1.0;0;1;45;set();45;1;0;0;45;0;1;1;1;0;0;0;0;0;0;0;46;47;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-1068.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.45.5);['POLIP']
autocorr_bern45-11;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5108695652173914;-31134.4;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.4422968308754316;0.0;45.0;45;45;2440.0;1.0;45;1;1;0;0;0;45;46;1;0;790;1.0;0;1;45;set();45;1;0;0;45;0;1;1;1;0;0;0;0;0;0;0;46;47;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-12748.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.45.11);['POLIP']
autocorr_bern45-23;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5108695652173914;-364823.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.2707318786289568;0.0;45.0;45;45;27368.0;1.0;45;1;1;0;0;0;45;46;1;0;1474;1.0;0;1;45;set();45;1;0;0;45;0;1;1;1;0;0;0;0;0;0;0;46;47;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-85424.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.45.23);['POLIP']
autocorr_bern45-34;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5108695652173914;-1257960.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.256064265462564;0.0;45.0;45;45;37744.0;1.0;45;1;1;0;0;0;45;46;1;0;1848;1.0;0;1;45;set();45;1;0;0;45;0;1;1;1;0;0;0;0;0;0;0;46;47;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-152368.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.45.34);['POLIP']
autocorr_bern45-45;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5108695652173914;-1155598.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.236314353541438;0.0;45.0;45;45;22928.0;1.0;45;1;1;0;0;0;45;46;1;0;1980;1.0;0;1;45;set();45;1;0;0;45;0;1;1;1;0;0;0;0;0;0;0;46;47;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-112892.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.45.45);['POLIP']
autocorr_bern50-06;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5098039215686274;-3316.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.5351851851851852;0.0;50.0;50;50;272.0;1.0;50;1;1;0;0;0;50;51;1;0;470;1.0;0;1;50;set();50;1;0;0;50;0;1;1;1;0;0;0;0;0;0;0;51;52;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-2160.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.50.6);['POLIP']
autocorr_bern50-13;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5098039215686274;-95920.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.0316072629455277;0.0;50.0;50;50;4288.0;1.0;50;1;1;0;0;0;50;51;1;0;1044;1.0;0;1;50;set();50;1;0;0;50;0;1;1;1;0;0;0;0;0;0;0;51;52;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-23792.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.50.13);['POLIP']
autocorr_bern50-25;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5098039215686274;-723890.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.80263242272669;0.0;50.0;50;50;35648.0;1.0;50;1;1;0;0;0;50;51;1;0;1800;1.0;0;1;50;set();50;1;0;0;50;0;1;1;1;0;0;0;0;0;0;0;51;52;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-124752.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.50.25);['POLIP']
autocorr_bern50-38;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5098039215686274;-2232626.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};8.589988316552695;0.0;50.0;50;50;52080.0;1.0;50;1;1;0;0;0;50;51;1;0;2294;1.0;0;1;50;set();50;1;0;0;50;0;1;1;1;0;0;0;0;0;0;0;51;52;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-232808.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.50.38);['POLIP']
autocorr_bern50-50;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5098039215686274;-2130139.667;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};11.662519420534524;0.0;50.0;50;50;30904.0;1.0;50;1;1;0;0;0;50;51;1;0;2450;1.0;0;1;50;set();50;1;0;0;50;0;1;1;1;0;0;0;0;0;0;0;51;52;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-168224.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.50.50);['POLIP']
autocorr_bern55-06;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5089285714285714;-4296.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.79;0.0;55.0;55;55;272.0;1.0;55;1;1;0;0;0;55;56;1;0;520;1.0;0;1;55;set();55;1;0;0;55;0;1;1;1;0;0;0;0;0;0;0;56;57;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-2400.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.55.6);['POLIP']
autocorr_bern55-14;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5089285714285714;-152968.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.597499398893965;0.0;55.0;55;55;5488.0;1.0;55;1;1;0;0;0;55;56;1;0;1248;1.0;0;1;55;set();55;1;0;0;55;0;1;1;1;0;0;0;0;0;0;0;56;57;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-33272.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.55.14);['POLIP']
autocorr_bern55-28;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5089285714285714;-1655558.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.6918707211558655;0.0;55.0;55;55;50960.0;1.0;55;1;1;0;0;0;55;56;1;0;2214;1.0;0;1;55;set();55;1;0;0;55;0;1;1;1;0;0;0;0;0;0;0;56;57;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-190472.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.55.28);['POLIP']
autocorr_bern55-41;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5089285714285714;-4647565.051;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};12.775134417940176;0.0;55.0;55;55;70172.0;1.0;55;1;1;0;0;0;55;56;1;0;2760;1.0;0;1;55;set();55;1;0;0;55;0;1;1;1;0;0;0;0;0;0;0;56;57;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-337388.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.55.41);['POLIP']
autocorr_bern55-55;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5089285714285714;-3458788.009;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};13.297711601739476;0.0;55.0;55;55;40568.0;1.0;55;1;1;0;0;0;55;56;1;0;2970;1.0;0;1;55;set();55;1;0;0;55;0;1;1;1;0;0;0;0;0;0;0;56;57;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-241912.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.55.55);['POLIP']
autocorr_bern60-08;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5081967213114754;-18696.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.7526501766784452;0.0;60.0;60;60;800.0;1.0;60;1;1;0;0;0;60;61;1;0;784;1.0;0;1;60;set();60;1;0;0;60;0;1;1;1;0;0;0;0;0;0;0;61;62;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-6792.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.60.8);['POLIP']
autocorr_bern60-15;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5081967213114754;-229124.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.065528829147506;0.0;60.0;60;60;6888.0;1.0;60;1;1;0;0;0;60;61;1;0;1470;1.0;0;1;60;set();60;1;0;0;60;0;1;1;1;0;0;0;0;0;0;0;61;62;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-45232.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.60.15);['POLIP']
autocorr_bern60-30;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5081967213114754;-2272638.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.705824216236095;0.0;60.0;60;60;63280.0;1.0;60;1;1;0;0;0;60;61;1;0;2610;1.0;0;1;60;set();60;1;0;0;60;0;1;1;1;0;0;0;0;0;0;0;61;62;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-261048.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.60.30);['POLIP']
autocorr_bern60-45;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5081967213114754;-7131781.98;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};13.903583447572556;0.0;60.0;60;60;91384.0;1.0;60;1;1;0;0;0;60;61;1;0;3300;1.0;0;1;60;set();60;1;0;0;60;0;1;1;1;0;0;0;0;0;0;0;61;62;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-478528.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.60.45);['POLIP']
autocorr_bern60-60;2014-02-26;Autocorrelated Sequences;indefinite;False;0.5081967213114754;-5264679.398;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};14.028544263399484;0.0;60.0;60;60;54260.0;1.0;60;1;1;0;0;0;60;61;1;0;3540;1.0;0;1;60;set();60;1;0;0;60;0;1;1;1;0;0;0;0;0;0;0;61;62;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-350312.0;MBNLP;['LiersMarinariPagaczEtal2010'];POLIP(autocorrelated_sequences/bernasconi.60.60);['POLIP']
ball_mk2_10;2017-09-11;Geometry;convex;True;1.0;0.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;1.0;0.9874209;0;1;0;0;0;10;10;10;10;10;10;1.0;0;1;10;set();0;1;10;0;10;0;10;0;0;1;1;0;0;0;0;0;10;20;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk2_30;2017-09-11;Geometry;convex;True;1.0;0.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;1.0;0.9958246;0;1;0;0;0;30;30;30;30;30;30;1.0;0;1;30;set();0;1;30;0;30;0;30;0;0;1;1;0;0;0;0;0;30;60;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk3_10;2017-09-11;Geometry;convex;True;1.0;inf;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0001;1.0;1;1;1.0;0.03508353;0;1;0;0;0;10;10;10;10;10;10;1.0;0;1;10;set();0;1;10;0;10;0;10;0;0;1;1;0;0;0;0;0;10;20;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk3_20;2017-09-11;Geometry;convex;True;1.0;inf;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0001;1.0;1;1;1.0;0.008892176;0;1;0;0;0;20;20;20;20;20;20;1.0;0;1;20;set();0;1;20;0;20;0;20;0;0;1;1;0;0;0;0;0;20;40;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk3_30;2017-09-11;Geometry;convex;True;1.0;inf;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0001;1.0;1;1;1.0;0.006253922;0;1;0;0;0;30;30;30;30;30;30;1.0;0;1;30;set();0;1;30;0;30;0;30;0;0;1;1;0;0;0;0;0;30;60;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk4_05;2017-09-11;Geometry;convex;True;1.0;inf;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.0;2.0;2;2;100.0;1.0;0;1;0;0;0;10;10;10;5;10;20;1.0;0;1;10;set();0;1;10;0;10;0;10;0;0;1;1;0;0;0;0;0;10;20;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk4_10;2017-09-11;Geometry;convex;True;1.0;inf;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.0;2.0;2;2;100.0;1.0;0;1;0;0;0;20;20;20;10;20;40;1.0;0;1;20;set();0;1;20;0;20;0;20;0;0;1;1;0;0;0;0;0;20;40;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
ball_mk4_15;2017-09-11;Geometry;convex;True;1.0;52.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;1.0;2.0;2;2;100.0;1.0;0;1;0;0;0;30;30;30;15;30;60;1.0;0;1;30;set();0;1;30;0;30;0;30;0;0;1;1;0;0;0;0;0;30;60;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;IQCP;['HijaziBonamiOuorou2014'];Pierre Bonami;['other']
batch;2001-05-01;Batch processing;convex;True;0.05581668625146886;285506.5082;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;24857.19928;2.0;2;2;250000.0;0.6;24;73;22;1;2;0;10;178;11;22;44;0.5;72;72;22;{'exp'};0;2;0;0;22;12;12;0;0;0;0;0;0;0;0;0;46;190;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;285506.5082;MBNLP;['g00030'];modified MINOPTLIB(kocis88-4a.dat), MacMINLP(batch.mod);['MINOPT Model Library', 'MacMINLP']
batch0812;2013-09-24;Multi-Product Batch Plant Design;convex;True;0.02495412844036697;2687026.784;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;42000.0;2.0;2;2;485000.0;0.6;60;217;40;1;2;0;16;520;20;40;80;0.5;216;216;40;{'exp'};0;2;0;0;40;24;24;0;0;0;0;0;0;0;0;0;100;544;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;2687026.784;MBNLP;['MINLP48'];MINLPORG(48,convex2.gms);['minlp.org']
batch0812_nc;2013-09-24;Multi-Product Batch Plant Design;indefinite;False;0.030148185998978026;2687026.682;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.7960173837714244e-08;42000.0;40.0;40;40;485000.0;0.4;36;205;40;0;0;0;208;448;1;20;252;0.05918367346938776;108;108;232;set();0;98;0;0;40;24;24;0;0;96;96;0;1;2;0;0;76;472;indefinite;min;signomial;;;;;;;;;;;;;;;;;;;;;;2687026.784;MBNLP;['MINLP48'];MINLPORG(48,nonconvex2.gms);['minlp.org']
batch_nc;2013-09-24;Multi-Product Batch Plant Design;indefinite;False;0.06920415224913495;285506.5055;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.456877169547143e-09;24000.0;22.0;22;22;250000.0;0.6;12;67;22;0;0;0;70;148;1;11;93;0.11647727272727272;36;36;82;set();0;32;0;0;22;12;12;0;0;30;30;0;1;2;0;0;34;160;indefinite;min;signomial;;;;;;;;;;;;;;;;;;;;;;285506.5082;MBNLP;['MINLP48'];MINLPORG(48,nonconvex1.gms);['minlp.org']
batchdes;2001-05-01;Batch processing;convex;True;0.1368421052631579;167427.6571;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;517.0964553;2.0;2;2;200000.0;0.6;9;19;10;1;2;0;4;46;5;10;20;0.5;18;18;10;{'exp'};0;2;0;0;10;6;6;0;0;0;0;0;0;0;0;0;19;52;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;167427.6571;MBNLP;['g00030'];GAMSMODELLIB;['GAMS Model Library']
batchs101006m;2013-09-28;Multi-Product Batch Plant Design;convex;True;0.010103681760473973;769440.42;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};5.198581880890253e-10;1614000.0;1.689655;3;1;250000.0;0.1823216;129;1019;149;1;2;0;10;2826;29;49;109;0.5;1018;1018;49;{'exp'};0;2;0;0;49;39;39;0;0;0;0;0;0;0;0;0;278;2865;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;769440.4204;MBNLP;['RavemarkRippin1998', 'VecchiettiGrossmann1999'];CMUIBMMINLP(BatchS101006M.gms);['Bonmin test library']
batchs121208m;2013-09-28;Multi-Product Batch Plant Design;convex;True;0.006931412411707978;1241125.513;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};8.05720227815613e-10;1974000.0;1.685714;3;1;250000.0;0.1335314;203;1511;203;1;2;0;12;4208;35;59;131;0.5;1510;1510;59;{'exp'};0;2;0;0;59;47;47;0;0;0;0;0;0;0;0;0;406;4255;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;1241125.514;MBNLP;['RavemarkRippin1998', 'VecchiettiGrossmann1999'];CMUIBMMINLP(BatchS121208M.gms);['Bonmin test library']
batchs151208m;2013-09-28;Multi-Product Batch Plant Design;convex;True;0.006391001147555454;1543472.398;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;2594000.0;1.631579;3;1;300000.0;0.1335314;203;1781;242;1;2;0;15;5021;38;62;134;0.5;1780;1780;62;{'exp'};0;2;0;0;62;47;47;0;0;0;0;0;0;0;0;0;445;5068;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;1543472.398;MBNLP;['RavemarkRippin1998', 'VecchiettiGrossmann1999'];CMUIBMMINLP(BatchS151208M.gms);['Bonmin test library']
batchs201210m;2013-09-28;Multi-Product Batch Plant Design;convex;True;0.005129235487566049;2295348.849;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;3904500.0;1.55814;3;1;400500.0;0.1053605;251;2327;307;1;2;0;20;6616;43;67;139;0.5;2326;2326;67;{'exp'};0;2;0;0;67;47;47;0;0;0;0;0;0;0;0;0;558;6663;convex;min;nonlinear;;;;;;;True;;;;;;;;;;;;;;;2295348.849;MBNLP;['RavemarkRippin1998', 'VecchiettiGrossmann1999'];CMUIBMMINLP(BatchS201210M.gms);['Bonmin test library']
bayes2_20;2001-07-31;;indefinite;False;0.09168157423971378;6.865924155e-14;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;9945.0;65.0;65;65;436.0;1.005698e-07;0;77;86;0;0;0;440;595;1;0;770;0.12307692307692308;22;23;440;set();0;55;0;0;65;0;20;0;0;55;55;0;0;0;0;0;86;615;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0003260881442;QCP;['g00455'];Leon Lasdon;['other']
bayes2_30;2001-07-31;;indefinite;False;0.09212880143112702;1.313119605e-13;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;9945.0;65.0;65;65;424.0;5.843139e-06;0;77;86;0;0;0;440;598;1;0;770;0.12307692307692308;22;23;440;set();0;55;0;0;65;0;20;0;0;55;55;0;0;0;0;0;86;618;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0001075154629;QCP;['g00455'];Leon Lasdon;['other']
bayes2_50;2001-07-31;;indefinite;False;0.09257602862254025;0.5202077345;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.134162285904397e-08;9945.0;65.0;65;65;513.0;0.0009721737;0;77;86;0;0;0;440;601;1;0;770;0.12307692307692308;22;23;440;set();0;55;0;0;65;0;20;0;0;55;55;0;0;0;0;0;86;621;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.5202077404;QCP;['g00455'];Leon Lasdon;['other']
beuster;2001-05-01;four membrane pipe modules in feed-and-bleed coupling;indefinite;False;0.021988368872888398;103117.3125;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.12812938758465023;79797.14943;7.333333;50;1;10000000.0;5.555556e-06;52;114;105;4;4;0;159;391;9;21;291;0.05125725338491296;67;68;159;{'div', 'log'};0;47;0;0;66;0;6;8;8;26;26;0;9;9;0;0;157;397;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;116329.6706;MBNLP;;GAMSCLIENT;['GAMS clients']
blend029;2013-09-25;Multiperiod Blend Scheduling;indefinite;False;0.02483049294484149;13.3594;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.55;4.333333;6;3;7.74;0.05;36;213;66;0;0;0;64;470;6;0;56;0.20512820512820512;201;202;64;set();0;12;0;0;26;0;72;0;0;12;12;0;0;0;0;0;102;542;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;13.3594;MBQCP;['MINLP168'];MINLPORG(168,MPBP-029.gms);['minlp.org']
blend146;2013-09-25;Multiperiod Blend Scheduling;indefinite;False;0.012403603603603604;45.29658768;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.832595941331901e-07;1.9;6.333333;8;3;9.52;0.01;87;624;135;0;0;0;256;1550;12;0;208;0.14035087719298245;600;601;256;set();0;24;0;0;76;0;171;0;0;24;24;0;0;0;0;0;222;1721;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;45.29656579;MBQCP;['MINLP168'];MINLPORG(168,MPBP-146.gms);['minlp.org']
blend480;2013-09-25;Multiperiod Blend Scheduling;indefinite;False;0.008938142836447921;9.2266;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.2;6.75;8;3;3.71;0.03;124;884;188;0;0;0;376;2220;16;0;304;0.1087962962962963;852;853;376;set();0;32;0;0;108;0;248;0;0;32;32;0;0;0;0;0;312;2468;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;9.2266;MBQCP;['MINLP168'];MINLPORG(168,MPBP-480.gms);['minlp.org']
blend531;2013-09-25;Multiperiod Blend Scheduling;indefinite;False;0.010505626945486471;20.039;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;2.2;6.5625;8;3;8.88;0.01;104;736;168;0;0;0;358;1898;16;0;292;0.10654761904761904;704;705;358;set();0;32;0;0;105;0;208;0;0;32;32;0;0;0;0;0;272;2106;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;20.039;MBQCP;['MINLP168'];MINLPORG(168,MPBP-531.gms);['minlp.org']
